country,date,people_fully_vaccinated,daily_vaccinations,people_fully_vaccinated_per_hundred,source_name
Afghanistan,22.02.21,,,,World Health Organization
Afghanistan,23.02.21,,1367,,World Health Organization
Afghanistan,24.02.21,,1367,,World Health Organization
Afghanistan,25.02.21,,1367,,World Health Organization
Afghanistan,26.02.21,,1367,,World Health Organization
Afghanistan,27.02.21,,1367,,World Health Organization
Afghanistan,28.02.21,,1367,,World Health Organization
Afghanistan,01.03.21,,1580,,World Health Organization
Afghanistan,02.03.21,,1794,,World Health Organization
Afghanistan,03.03.21,,2008,,World Health Organization
Afghanistan,04.03.21,,2221,,World Health Organization
Afghanistan,05.03.21,,2435,,World Health Organization
Afghanistan,06.03.21,,2649,,World Health Organization
Afghanistan,07.03.21,,2862,,World Health Organization
Afghanistan,08.03.21,,2862,,World Health Organization
Afghanistan,09.03.21,,2862,,World Health Organization
Afghanistan,10.03.21,,2862,,World Health Organization
Afghanistan,11.03.21,,2862,,World Health Organization
Afghanistan,12.03.21,,2862,,World Health Organization
Afghanistan,13.03.21,,2862,,World Health Organization
Afghanistan,14.03.21,,2862,,World Health Organization
Afghanistan,15.03.21,,2862,,World Health Organization
Afghanistan,16.03.21,,2862,,World Health Organization
Afghanistan,17.03.21,,2882,,World Health Organization
Afghanistan,18.03.21,,2902,,World Health Organization
Afghanistan,19.03.21,,2921,,World Health Organization
Afghanistan,20.03.21,,2941,,World Health Organization
Afghanistan,21.03.21,,2961,,World Health Organization
Afghanistan,22.03.21,,2980,,World Health Organization
Afghanistan,23.03.21,,3000,,World Health Organization
Afghanistan,24.03.21,,3000,,World Health Organization
Afghanistan,25.03.21,,3000,,World Health Organization
Afghanistan,26.03.21,,3000,,World Health Organization
Afghanistan,27.03.21,,3000,,World Health Organization
Afghanistan,28.03.21,,3000,,World Health Organization
Afghanistan,29.03.21,,3000,,World Health Organization
Afghanistan,30.03.21,,3000,,World Health Organization
Afghanistan,31.03.21,,3000,,World Health Organization
Afghanistan,01.04.21,,3000,,World Health Organization
Afghanistan,02.04.21,,3000,,World Health Organization
Afghanistan,03.04.21,,3000,,World Health Organization
Afghanistan,04.04.21,,3000,,World Health Organization
Afghanistan,05.04.21,,3000,,World Health Organization
Afghanistan,06.04.21,,3000,,World Health Organization
Afghanistan,07.04.21,,3000,,World Health Organization
Afghanistan,08.04.21,,3714,,World Health Organization
Afghanistan,09.04.21,,4429,,World Health Organization
Afghanistan,10.04.21,,5143,,World Health Organization
Afghanistan,11.04.21,,5857,,World Health Organization
Afghanistan,12.04.21,,6571,,World Health Organization
Afghanistan,13.04.21,,7286,,World Health Organization
Afghanistan,14.04.21,,8000,,World Health Organization
Afghanistan,15.04.21,,8000,,World Health Organization
Afghanistan,16.04.21,,8000,,World Health Organization
Afghanistan,17.04.21,,8000,,World Health Organization
Afghanistan,18.04.21,,8000,,World Health Organization
Afghanistan,19.04.21,,8000,,World Health Organization
Afghanistan,20.04.21,,8000,,World Health Organization
Afghanistan,21.04.21,,8000,,World Health Organization
Afghanistan,22.04.21,,8000,,World Health Organization
Afghanistan,23.04.21,,8846,,World Health Organization
Afghanistan,24.04.21,,9692,,World Health Organization
Afghanistan,25.04.21,,10538,,World Health Organization
Afghanistan,26.04.21,,11384,,World Health Organization
Afghanistan,27.04.21,,12229,,World Health Organization
Afghanistan,28.04.21,,13075,,World Health Organization
Afghanistan,29.04.21,,13921,,World Health Organization
Afghanistan,30.04.21,,13921,,World Health Organization
Afghanistan,01.05.21,,13921,,World Health Organization
Afghanistan,02.05.21,,13921,,World Health Organization
Afghanistan,03.05.21,,13921,,World Health Organization
Afghanistan,04.05.21,,13921,,World Health Organization
Afghanistan,05.05.21,,13921,,World Health Organization
Afghanistan,06.05.21,,13921,,World Health Organization
Afghanistan,07.05.21,,13921,,World Health Organization
Afghanistan,08.05.21,,13921,,World Health Organization
Afghanistan,09.05.21,,13921,,World Health Organization
Afghanistan,10.05.21,,13921,,World Health Organization
Afghanistan,11.05.21,55624,13921,0.14,World Health Organization
Afghanistan,12.05.21,,12621,,World Health Organization
Afghanistan,13.05.21,,11321,,World Health Organization
Afghanistan,14.05.21,,10022,,World Health Organization
Afghanistan,15.05.21,,8722,,World Health Organization
Afghanistan,16.05.21,,7422,,World Health Organization
Afghanistan,17.05.21,,6122,,World Health Organization
Afghanistan,18.05.21,,4822,,World Health Organization
Afghanistan,19.05.21,,4822,,World Health Organization
Afghanistan,20.05.21,77560,4822,0.2,World Health Organization
Afghanistan,21.05.21,,5040,,World Health Organization
Afghanistan,22.05.21,,5257,,World Health Organization
Afghanistan,23.05.21,,5474,,World Health Organization
Afghanistan,24.05.21,96910,5692,0.25,World Health Organization
Afghanistan,25.05.21,,6230,,World Health Organization
Afghanistan,26.05.21,111082,6768,0.29,World Health Organization
Afghanistan,27.05.21,113739,6487,0.29,World Health Organization
Afghanistan,28.05.21,,5907,,World Health Organization
Afghanistan,29.05.21,,5326,,World Health Organization
Afghanistan,30.05.21,119926,4746,0.31,World Health Organization
Afghanistan,31.05.21,,5084,,World Health Organization
Afghanistan,01.06.21,,5102,,World Health Organization
Afghanistan,02.06.21,144600,5119,0.37,World Health Organization
Afghanistan,03.06.21,148505,5285,0.38,World Health Organization
Afghanistan,04.06.21,,5273,,World Health Organization
Afghanistan,05.06.21,,5261,,World Health Organization
Afghanistan,06.06.21,,5250,,World Health Organization
Afghanistan,07.06.21,,4319,,World Health Organization
Afghanistan,08.06.21,158343,3388,0.41,World Health Organization
Afghanistan,09.06.21,,2637,,World Health Organization
Afghanistan,10.06.21,,2556,,World Health Organization
Afghanistan,11.06.21,,2735,,World Health Organization
Afghanistan,12.06.21,,2914,,World Health Organization
Afghanistan,13.06.21,,3093,,World Health Organization
Afghanistan,14.06.21,177266,3272,0.46,World Health Organization
Afghanistan,15.06.21,,4813,,World Health Organization
Afghanistan,16.06.21,,6175,,World Health Organization
Afghanistan,17.06.21,,7538,,World Health Organization
Afghanistan,18.06.21,,8900,,World Health Organization
Afghanistan,19.06.21,,10262,,World Health Organization
Afghanistan,20.06.21,,11624,,World Health Organization
Afghanistan,21.06.21,,12986,,World Health Organization
Afghanistan,22.06.21,183762,12986,0.47,World Health Organization
Afghanistan,23.06.21,,13125,,World Health Organization
Afghanistan,24.06.21,,13264,,World Health Organization
Afghanistan,25.06.21,,13404,,World Health Organization
Afghanistan,26.06.21,,13543,,World Health Organization
Afghanistan,27.06.21,186260,13682,0.48,World Health Organization
Afghanistan,28.06.21,,14263,,World Health Organization
Afghanistan,29.06.21,,14844,,World Health Organization
Afghanistan,30.06.21,187654,15286,0.48,World Health Organization
Afghanistan,01.07.21,,14115,,World Health Organization
Afghanistan,02.07.21,,12944,,World Health Organization
Afghanistan,03.07.21,,11773,,World Health Organization
Afghanistan,04.07.21,,10602,,World Health Organization
Afghanistan,05.07.21,189322,8989,0.49,World Health Organization
Albania,10.01.21,,,,Ministry of Health
Albania,11.01.21,,64,,Ministry of Health
Albania,12.01.21,,64,,Ministry of Health
Albania,13.01.21,,63,,Ministry of Health
Albania,14.01.21,,66,,Ministry of Health
Albania,15.01.21,,62,,Ministry of Health
Albania,16.01.21,,62,,Ministry of Health
Albania,17.01.21,,58,,Ministry of Health
Albania,18.01.21,,55,,Ministry of Health
Albania,19.01.21,,51,,Ministry of Health
Albania,20.01.21,,47,,Ministry of Health
Albania,21.01.21,,40,,Ministry of Health
Albania,22.01.21,,34,,Ministry of Health
Albania,23.01.21,,26,,Ministry of Health
Albania,24.01.21,,21,,Ministry of Health
Albania,25.01.21,,15,,Ministry of Health
Albania,26.01.21,,9,,Ministry of Health
Albania,27.01.21,,4,,Ministry of Health
Albania,28.01.21,,0,,Ministry of Health
Albania,29.01.21,,0,,Ministry of Health
Albania,30.01.21,,0,,Ministry of Health
Albania,31.01.21,,0,,Ministry of Health
Albania,01.02.21,,0,,Ministry of Health
Albania,02.02.21,1,0,0,Ministry of Health
Albania,03.02.21,,12,,Ministry of Health
Albania,04.02.21,,24,,Ministry of Health
Albania,05.02.21,,35,,Ministry of Health
Albania,06.02.21,,47,,Ministry of Health
Albania,07.02.21,,59,,Ministry of Health
Albania,08.02.21,,71,,Ministry of Health
Albania,09.02.21,438,82,0.02,Ministry of Health
Albania,10.02.21,,81,,Ministry of Health
Albania,11.02.21,,79,,Ministry of Health
Albania,12.02.21,,78,,Ministry of Health
Albania,13.02.21,,76,,Ministry of Health
Albania,14.02.21,,75,,Ministry of Health
Albania,15.02.21,,73,,Ministry of Health
Albania,16.02.21,,72,,Ministry of Health
Albania,17.02.21,611,72,0.02,Ministry of Health
Albania,18.02.21,611,254,0.02,Ministry of Health
Albania,19.02.21,,405,,Ministry of Health
Albania,20.02.21,,516,,Ministry of Health
Albania,21.02.21,,627,,Ministry of Health
Albania,22.02.21,655,739,0.02,Ministry of Health
Albania,23.02.21,,891,,Ministry of Health
Albania,24.02.21,,1043,,Ministry of Health
Albania,25.02.21,,1012,,Ministry of Health
Albania,26.02.21,,1000,,Ministry of Health
Albania,27.02.21,,1027,,Ministry of Health
Albania,28.02.21,,1054,,Ministry of Health
Albania,01.03.21,,1081,,Ministry of Health
Albania,02.03.21,,1026,,Ministry of Health
Albania,03.03.21,,971,,Ministry of Health
Albania,04.03.21,,927,,Ministry of Health
Albania,05.03.21,,897,,Ministry of Health
Albania,06.03.21,,867,,Ministry of Health
Albania,07.03.21,,838,,Ministry of Health
Albania,08.03.21,,808,,Ministry of Health
Albania,09.03.21,,820,,Ministry of Health
Albania,10.03.21,,831,,Ministry of Health
Albania,11.03.21,,857,,Ministry of Health
Albania,12.03.21,,883,,Ministry of Health
Albania,13.03.21,,1042,,Ministry of Health
Albania,14.03.21,,1201,,Ministry of Health
Albania,15.03.21,,1361,,Ministry of Health
Albania,16.03.21,,1520,,Ministry of Health
Albania,17.03.21,,1679,,Ministry of Health
Albania,18.03.21,,1960,,Ministry of Health
Albania,19.03.21,,2240,,Ministry of Health
Albania,20.03.21,,2386,,Ministry of Health
Albania,21.03.21,,2533,,Ministry of Health
Albania,22.03.21,,2679,,Ministry of Health
Albania,23.03.21,,2895,,Ministry of Health
Albania,24.03.21,,2946,,Ministry of Health
Albania,25.03.21,,3287,,Ministry of Health
Albania,26.03.21,,3276,,Ministry of Health
Albania,27.03.21,,3113,,Ministry of Health
Albania,28.03.21,,4678,,Ministry of Health
Albania,29.03.21,,7204,,Ministry of Health
Albania,30.03.21,,9662,,Ministry of Health
Albania,31.03.21,,12122,,Ministry of Health
Albania,01.04.21,,13731,,Ministry of Health
Albania,02.04.21,,15748,,Ministry of Health
Albania,03.04.21,,17346,,Ministry of Health
Albania,04.04.21,,16412,,Ministry of Health
Albania,05.04.21,,15435,,Ministry of Health
Albania,06.04.21,,14610,,Ministry of Health
Albania,07.04.21,,13362,,Ministry of Health
Albania,08.04.21,,12440,,Ministry of Health
Albania,09.04.21,,11170,,Ministry of Health
Albania,10.04.21,,10188,,Ministry of Health
Albania,11.04.21,,9898,,Ministry of Health
Albania,12.04.21,,8689,,Ministry of Health
Albania,13.04.21,,8518,,Ministry of Health
Albania,14.04.21,,8639,,Ministry of Health
Albania,15.04.21,,8849,,Ministry of Health
Albania,16.04.21,,9135,,Ministry of Health
Albania,17.04.21,,9719,,Ministry of Health
Albania,18.04.21,,10105,,Ministry of Health
Albania,19.04.21,,11200,,Ministry of Health
Albania,20.04.21,,9826,,Ministry of Health
Albania,21.04.21,,11318,,Ministry of Health
Albania,22.04.21,,11216,,Ministry of Health
Albania,23.04.21,,10961,,Ministry of Health
Albania,24.04.21,,10746,,Ministry of Health
Albania,25.04.21,,10205,,Ministry of Health
Albania,26.04.21,,8955,,Ministry of Health
Albania,27.04.21,,9551,,Ministry of Health
Albania,28.04.21,,8793,,Ministry of Health
Albania,29.04.21,,10036,,Ministry of Health
Albania,30.04.21,,12222,,Ministry of Health
Albania,01.05.21,,13423,,Ministry of Health
Albania,02.05.21,,14489,,Ministry of Health
Albania,03.05.21,,15555,,Ministry of Health
Albania,04.05.21,,17219,,Ministry of Health
Albania,05.05.21,,17565,,Ministry of Health
Albania,06.05.21,,16997,,Ministry of Health
Albania,07.05.21,,15541,,Ministry of Health
Albania,08.05.21,,14677,,Ministry of Health
Albania,09.05.21,,13462,,Ministry of Health
Albania,10.05.21,,13637,,Ministry of Health
Albania,11.05.21,181586,12160,6.31,Ministry of Health
Albania,12.05.21,187921,10870,6.53,Ministry of Health
Albania,13.05.21,192936,9445,6.7,Ministry of Health
Albania,14.05.21,204759,9662,7.12,Ministry of Health
Albania,15.05.21,,9355,,Ministry of Health
Albania,16.05.21,,10166,,Ministry of Health
Albania,17.05.21,223103,9589,7.75,Ministry of Health
Albania,18.05.21,228756,9491,7.95,Ministry of Health
Albania,19.05.21,234409,9305,8.15,Ministry of Health
Albania,20.05.21,237660,9344,8.26,Ministry of Health
Albania,21.05.21,239677,7931,8.33,Ministry of Health
Albania,22.05.21,,7212,,Ministry of Health
Albania,23.05.21,243776,6493,8.47,Ministry of Health
Albania,24.05.21,249898,6436,8.68,Ministry of Health
Albania,25.05.21,,6873,,Ministry of Health
Albania,26.05.21,269197,7311,9.35,Ministry of Health
Albania,27.05.21,277255,7900,9.63,Ministry of Health
Albania,28.05.21,,7798,,Ministry of Health
Albania,29.05.21,,7869,,Ministry of Health
Albania,30.05.21,287042,7941,9.97,Ministry of Health
Albania,31.05.21,290333,7332,10.09,Ministry of Health
Albania,01.06.21,293264,6183,10.19,Ministry of Health
Albania,02.06.21,,4978,,Ministry of Health
Albania,03.06.21,297271,4040,10.33,Ministry of Health
Albania,04.06.21,,3951,,Ministry of Health
Albania,05.06.21,,3863,,Ministry of Health
Albania,06.06.21,306102,3774,10.64,Ministry of Health
Albania,07.06.21,310336,3889,10.78,Ministry of Health
Albania,08.06.21,315555,4236,10.97,Ministry of Health
Albania,09.06.21,320532,4675,11.14,Ministry of Health
Albania,10.06.21,324616,5105,11.28,Ministry of Health
Albania,11.06.21,328546,5599,11.42,Ministry of Health
Albania,12.06.21,331147,5716,11.51,Ministry of Health
Albania,13.06.21,332173,5401,11.54,Ministry of Health
Albania,14.06.21,334771,5550,11.63,Ministry of Health
Albania,15.06.21,340576,5491,11.83,Ministry of Health
Albania,16.06.21,344945,5382,11.99,Ministry of Health
Albania,17.06.21,351453,5654,12.21,Ministry of Health
Albania,18.06.21,,5492,,Ministry of Health
Albania,19.06.21,,5707,,Ministry of Health
Albania,20.06.21,365028,6355,12.68,Ministry of Health
Albania,21.06.21,370378,6788,12.87,Ministry of Health
Albania,22.06.21,375629,7571,13.05,Ministry of Health
Albania,23.06.21,380649,8378,13.23,Ministry of Health
Albania,24.06.21,385868,8608,13.41,Ministry of Health
Albania,25.06.21,,8472,,Ministry of Health
Albania,26.06.21,,8335,,Ministry of Health
Albania,27.06.21,,8198,,Ministry of Health
Albania,28.06.21,396139,7627,13.77,Ministry of Health
Albania,29.06.21,399246,7724,13.87,Ministry of Health
Albania,30.06.21,403504,7880,14.02,Ministry of Health
Albania,01.07.21,407402,7371,14.16,Ministry of Health
Albania,02.07.21,412147,7639,14.32,Ministry of Health
Albania,03.07.21,,7409,,Ministry of Health
Albania,04.07.21,416791,7178,14.48,Ministry of Health
Albania,05.07.21,419894,7235,14.59,Ministry of Health
Algeria,29.01.21,,,,Ministry of Health
Algeria,30.01.21,,30,,Ministry of Health
Algeria,31.01.21,,1889,,Ministry of Health
Algeria,01.02.21,,2509,,Ministry of Health
Algeria,02.02.21,,2819,,Ministry of Health
Algeria,03.02.21,,3005,,Ministry of Health
Algeria,04.02.21,,3129,,Ministry of Health
Algeria,05.02.21,,3217,,Ministry of Health
Algeria,06.02.21,,3748,,Ministry of Health
Algeria,07.02.21,,3748,,Ministry of Health
Algeria,08.02.21,,3748,,Ministry of Health
Algeria,09.02.21,,3748,,Ministry of Health
Algeria,10.02.21,,3748,,Ministry of Health
Algeria,11.02.21,,3748,,Ministry of Health
Algeria,12.02.21,,3748,,Ministry of Health
Algeria,13.02.21,,3748,,Ministry of Health
Algeria,14.02.21,,3748,,Ministry of Health
Algeria,15.02.21,,3748,,Ministry of Health
Algeria,16.02.21,,3748,,Ministry of Health
Algeria,17.02.21,,3748,,Ministry of Health
Algeria,18.02.21,,3748,,Ministry of Health
Algeria,19.02.21,,3748,,Ministry of Health
Algeria,20.02.21,,6451,,Ministry of Health
Algeria,21.02.21,,9153,,Ministry of Health
Algeria,22.02.21,,11855,,Ministry of Health
Algeria,23.02.21,,14557,,Ministry of Health
Algeria,24.02.21,,17259,,Ministry of Health
Algeria,25.02.21,,19961,,Ministry of Health
Algeria,26.02.21,,22664,,Ministry of Health
Algeria,27.02.21,,22664,,Ministry of Health
Algeria,28.02.21,,22664,,Ministry of Health
Algeria,01.03.21,,22664,,Ministry of Health
Algeria,02.03.21,,22664,,Ministry of Health
Algeria,03.03.21,,22664,,Ministry of Health
Algeria,04.03.21,,22664,,Ministry of Health
Algeria,05.03.21,,22664,,Ministry of Health
Algeria,06.03.21,,22664,,Ministry of Health
Algeria,07.03.21,,22664,,Ministry of Health
Algeria,08.03.21,,22664,,Ministry of Health
Algeria,09.03.21,,22664,,Ministry of Health
Algeria,10.03.21,,22664,,Ministry of Health
Algeria,11.03.21,,22664,,Ministry of Health
Algeria,12.03.21,,22664,,Ministry of Health
Algeria,13.03.21,,22664,,Ministry of Health
Algeria,14.03.21,,22664,,Ministry of Health
Algeria,15.03.21,,22664,,Ministry of Health
Algeria,16.03.21,,22664,,Ministry of Health
Algeria,17.03.21,,22664,,Ministry of Health
Algeria,18.03.21,,22664,,Ministry of Health
Algeria,19.03.21,,22664,,Ministry of Health
Algeria,20.03.21,,22664,,Ministry of Health
Algeria,21.03.21,,22664,,Ministry of Health
Algeria,22.03.21,,22664,,Ministry of Health
Algeria,23.03.21,,22664,,Ministry of Health
Algeria,24.03.21,,22664,,Ministry of Health
Algeria,25.03.21,,22664,,Ministry of Health
Algeria,26.03.21,,22664,,Ministry of Health
Algeria,27.03.21,,22664,,Ministry of Health
Algeria,28.03.21,,22664,,Ministry of Health
Algeria,29.03.21,,22664,,Ministry of Health
Algeria,30.03.21,,22664,,Ministry of Health
Algeria,31.03.21,,22664,,Ministry of Health
Algeria,01.04.21,,22664,,Ministry of Health
Algeria,02.04.21,,22664,,Ministry of Health
Algeria,03.04.21,,22664,,Ministry of Health
Algeria,04.04.21,,22664,,Ministry of Health
Algeria,05.04.21,,22664,,Ministry of Health
Algeria,06.04.21,,22664,,Ministry of Health
Algeria,07.04.21,,22664,,Ministry of Health
Algeria,08.04.21,,22664,,Ministry of Health
Algeria,09.04.21,,22664,,Ministry of Health
Algeria,10.04.21,,22664,,Ministry of Health
Algeria,11.04.21,,22664,,Ministry of Health
Algeria,12.04.21,,22664,,Ministry of Health
Algeria,13.04.21,,22664,,Ministry of Health
Algeria,14.04.21,,22664,,Ministry of Health
Algeria,15.04.21,,22664,,Ministry of Health
Algeria,16.04.21,,22664,,Ministry of Health
Algeria,17.04.21,,22664,,Ministry of Health
Algeria,18.04.21,,22664,,Ministry of Health
Algeria,19.04.21,,22664,,Ministry of Health
Algeria,20.04.21,,22664,,Ministry of Health
Algeria,21.04.21,,22664,,Ministry of Health
Algeria,22.04.21,,22664,,Ministry of Health
Algeria,23.04.21,,22664,,Ministry of Health
Algeria,24.04.21,,22664,,Ministry of Health
Algeria,25.04.21,,22664,,Ministry of Health
Algeria,26.04.21,,22664,,Ministry of Health
Algeria,27.04.21,,22664,,Ministry of Health
Algeria,28.04.21,,22664,,Ministry of Health
Algeria,29.04.21,,22664,,Ministry of Health
Algeria,30.04.21,,22664,,Ministry of Health
Algeria,01.05.21,,22664,,Ministry of Health
Algeria,02.05.21,,22664,,Ministry of Health
Algeria,03.05.21,,22664,,Ministry of Health
Algeria,04.05.21,,22664,,Ministry of Health
Algeria,05.05.21,,22664,,Ministry of Health
Algeria,06.05.21,,22664,,Ministry of Health
Algeria,07.05.21,,22664,,Ministry of Health
Algeria,08.05.21,,22664,,Ministry of Health
Algeria,09.05.21,,22664,,Ministry of Health
Algeria,10.05.21,,22664,,Ministry of Health
Algeria,11.05.21,,22664,,Ministry of Health
Algeria,12.05.21,,22664,,Ministry of Health
Algeria,13.05.21,,22664,,Ministry of Health
Algeria,14.05.21,,22664,,Ministry of Health
Algeria,15.05.21,,22664,,Ministry of Health
Algeria,16.05.21,,22664,,Ministry of Health
Algeria,17.05.21,,22664,,Ministry of Health
Algeria,18.05.21,,22664,,Ministry of Health
Algeria,19.05.21,,22664,,Ministry of Health
Algeria,20.05.21,,22664,,Ministry of Health
Algeria,21.05.21,,22664,,Ministry of Health
Algeria,22.05.21,,22664,,Ministry of Health
Algeria,23.05.21,,22664,,Ministry of Health
Algeria,24.05.21,,22664,,Ministry of Health
Algeria,25.05.21,,22664,,Ministry of Health
Algeria,26.05.21,,22664,,Ministry of Health
Algeria,27.05.21,,22664,,Ministry of Health
Algeria,28.05.21,,22664,,Ministry of Health
Algeria,29.05.21,,22664,,Ministry of Health
Algeria,30.05.21,,22664,,Ministry of Health
Algeria,31.05.21,,22664,,Ministry of Health
Algeria,01.06.21,,22664,,Ministry of Health
Algeria,02.06.21,,22664,,Ministry of Health
Algeria,03.06.21,,22664,,Ministry of Health
Algeria,04.06.21,,22664,,Ministry of Health
Algeria,05.06.21,,22664,,Ministry of Health
Algeria,06.06.21,,22664,,Ministry of Health
Andorra,25.01.21,,,,Government of Andorra
Andorra,26.01.21,,66,,Government of Andorra
Andorra,27.01.21,,66,,Government of Andorra
Andorra,28.01.21,,66,,Government of Andorra
Andorra,29.01.21,,66,,Government of Andorra
Andorra,30.01.21,,66,,Government of Andorra
Andorra,31.01.21,,66,,Government of Andorra
Andorra,01.02.21,,66,,Government of Andorra
Andorra,02.02.21,,60,,Government of Andorra
Andorra,03.02.21,,55,,Government of Andorra
Andorra,04.02.21,,50,,Government of Andorra
Andorra,05.02.21,,44,,Government of Andorra
Andorra,06.02.21,,39,,Government of Andorra
Andorra,07.02.21,,34,,Government of Andorra
Andorra,08.02.21,,28,,Government of Andorra
Andorra,09.02.21,,28,,Government of Andorra
Andorra,10.02.21,,28,,Government of Andorra
Andorra,11.02.21,,48,,Government of Andorra
Andorra,12.02.21,,68,,Government of Andorra
Andorra,13.02.21,,74,,Government of Andorra
Andorra,14.02.21,,81,,Government of Andorra
Andorra,15.02.21,,87,,Government of Andorra
Andorra,16.02.21,,94,,Government of Andorra
Andorra,17.02.21,,100,,Government of Andorra
Andorra,18.02.21,,87,,Government of Andorra
Andorra,19.02.21,,74,,Government of Andorra
Andorra,20.02.21,,71,,Government of Andorra
Andorra,21.02.21,,67,,Government of Andorra
Andorra,22.02.21,,64,,Government of Andorra
Andorra,23.02.21,,60,,Government of Andorra
Andorra,24.02.21,,57,,Government of Andorra
Andorra,25.02.21,,56,,Government of Andorra
Andorra,26.02.21,,55,,Government of Andorra
Andorra,27.02.21,,63,,Government of Andorra
Andorra,28.02.21,,72,,Government of Andorra
Andorra,01.03.21,,80,,Government of Andorra
Andorra,02.03.21,,89,,Government of Andorra
Andorra,03.03.21,,97,,Government of Andorra
Andorra,04.03.21,,103,,Government of Andorra
Andorra,05.03.21,,108,,Government of Andorra
Andorra,06.03.21,,108,,Government of Andorra
Andorra,07.03.21,,108,,Government of Andorra
Andorra,08.03.21,1172,108,1.52,Government of Andorra
Andorra,09.03.21,,186,,Government of Andorra
Andorra,10.03.21,1264,264,1.64,Government of Andorra
Andorra,11.03.21,,347,,Government of Andorra
Andorra,12.03.21,,430,,Government of Andorra
Andorra,13.03.21,,513,,Government of Andorra
Andorra,14.03.21,,596,,Government of Andorra
Andorra,15.03.21,1265,679,1.64,Government of Andorra
Andorra,16.03.21,,619,,Government of Andorra
Andorra,17.03.21,,559,,Government of Andorra
Andorra,18.03.21,,493,,Government of Andorra
Andorra,19.03.21,,428,,Government of Andorra
Andorra,20.03.21,,357,,Government of Andorra
Andorra,21.03.21,,287,,Government of Andorra
Andorra,22.03.21,,217,,Government of Andorra
Andorra,23.03.21,,212,,Government of Andorra
Andorra,24.03.21,,207,,Government of Andorra
Andorra,25.03.21,,202,,Government of Andorra
Andorra,26.03.21,,197,,Government of Andorra
Andorra,27.03.21,,197,,Government of Andorra
Andorra,28.03.21,,197,,Government of Andorra
Andorra,29.03.21,,197,,Government of Andorra
Andorra,30.03.21,,197,,Government of Andorra
Andorra,31.03.21,,197,,Government of Andorra
Andorra,01.04.21,,197,,Government of Andorra
Andorra,02.04.21,,197,,Government of Andorra
Andorra,03.04.21,,197,,Government of Andorra
Andorra,04.04.21,,197,,Government of Andorra
Andorra,05.04.21,4484,573,5.8,Government of Andorra
Andorra,06.04.21,,588,,Government of Andorra
Andorra,07.04.21,,603,,Government of Andorra
Andorra,08.04.21,,619,,Government of Andorra
Andorra,09.04.21,,634,,Government of Andorra
Andorra,10.04.21,,649,,Government of Andorra
Andorra,11.04.21,,664,,Government of Andorra
Andorra,12.04.21,,542,,Government of Andorra
Andorra,13.04.21,,649,,Government of Andorra
Andorra,14.04.21,,755,,Government of Andorra
Andorra,15.04.21,,862,,Government of Andorra
Andorra,16.04.21,,969,,Government of Andorra
Andorra,17.04.21,,1075,,Government of Andorra
Andorra,18.04.21,,1182,,Government of Andorra
Andorra,19.04.21,4681,1050,6.06,Government of Andorra
Andorra,20.04.21,,943,,Government of Andorra
Andorra,21.04.21,,835,,Government of Andorra
Andorra,22.04.21,,728,,Government of Andorra
Andorra,23.04.21,,621,,Government of Andorra
Andorra,24.04.21,,513,,Government of Andorra
Andorra,25.04.21,,406,,Government of Andorra
Andorra,26.04.21,4681,298,6.06,Government of Andorra
Andorra,27.04.21,,264,,Government of Andorra
Andorra,28.04.21,,229,,Government of Andorra
Andorra,29.04.21,,194,,Government of Andorra
Andorra,30.04.21,,159,,Government of Andorra
Andorra,01.05.21,,124,,Government of Andorra
Andorra,02.05.21,,89,,Government of Andorra
Andorra,03.05.21,4699,54,6.08,Government of Andorra
Andorra,04.05.21,,102,,Government of Andorra
Andorra,05.05.21,,151,,Government of Andorra
Andorra,06.05.21,,199,,Government of Andorra
Andorra,07.05.21,,248,,Government of Andorra
Andorra,08.05.21,,296,,Government of Andorra
Andorra,09.05.21,,345,,Government of Andorra
Andorra,10.05.21,4702,393,6.09,Government of Andorra
Andorra,11.05.21,,351,,Government of Andorra
Andorra,12.05.21,,309,,Government of Andorra
Andorra,13.05.21,,267,,Government of Andorra
Andorra,14.05.21,,224,,Government of Andorra
Andorra,15.05.21,,182,,Government of Andorra
Andorra,16.05.21,,140,,Government of Andorra
Andorra,17.05.21,4704,98,6.09,Government of Andorra
Andorra,18.05.21,,120,,Government of Andorra
Andorra,19.05.21,,143,,Government of Andorra
Andorra,20.05.21,,166,,Government of Andorra
Andorra,21.05.21,,189,,Government of Andorra
Andorra,22.05.21,,212,,Government of Andorra
Andorra,23.05.21,,234,,Government of Andorra
Andorra,24.05.21,,257,,Government of Andorra
Andorra,25.05.21,,257,,Government of Andorra
Andorra,26.05.21,,257,,Government of Andorra
Andorra,27.05.21,,257,,Government of Andorra
Andorra,28.05.21,,257,,Government of Andorra
Andorra,29.05.21,,257,,Government of Andorra
Andorra,30.05.21,,257,,Government of Andorra
Andorra,31.05.21,8303,257,10.75,Government of Andorra
Andorra,01.06.21,,334,,Government of Andorra
Andorra,02.06.21,,410,,Government of Andorra
Andorra,03.06.21,,487,,Government of Andorra
Andorra,04.06.21,,564,,Government of Andorra
Andorra,05.06.21,,640,,Government of Andorra
Andorra,06.06.21,,717,,Government of Andorra
Andorra,07.06.21,10938,794,14.16,Government of Andorra
Andorra,08.06.21,,877,,Government of Andorra
Andorra,09.06.21,,960,,Government of Andorra
